ICD_10_CD,disease_name,age_group,year,week,count
A04.8,Aeromonas,65-79 years,2002,8,1
A04.8,Aeromonas,15-19 years,2002,9,1
A04.8,Aeromonas,20-24 years,2002,9,1
A04.8,Aeromonas,35-54 years,2002,9,1
A04.8,Aeromonas,65-79 years,2002,9,2
A04.8,Aeromonas,1-4 years,2002,10,1
A04.8,Aeromonas,35-54 years,2002,10,2
A04.8,Aeromonas,80+ years,2002,10,1
A04.8,Aeromonas,1-4 years,2002,11,2
A04.8,Aeromonas,55-64 years,2002,11,1
A04.8,Aeromonas,65-79 years,2002,11,1
A04.8,Aeromonas,1-4 years,2002,12,1
A04.8,Aeromonas,35-54 years,2002,12,2
A04.8,Aeromonas,65-79 years,2002,12,2
A04.8,Aeromonas,<1 year,2002,13,1
A04.8,Aeromonas,1-4 years,2002,13,1
A04.8,Aeromonas,20-24 years,2002,13,1
A04.8,Aeromonas,35-54 years,2002,13,1
A04.8,Aeromonas,55-64 years,2002,13,1
A04.8,Aeromonas,5-9 years,2002,13,1
A04.8,Aeromonas,65-79 years,2002,13,1
A04.8,Aeromonas,10-14 years,2002,14,1
A04.8,Aeromonas,15-19 years,2002,14,1
A04.8,Aeromonas,25-34 years,2002,14,1
A04.8,Aeromonas,35-54 years,2002,14,1
A04.8,Aeromonas,65-79 years,2002,14,2
A04.8,Aeromonas,80+ years,2002,14,1
A04.8,Aeromonas,15-19 years,2002,15,1
A04.8,Aeromonas,25-34 years,2002,15,1
A04.8,Aeromonas,35-54 years,2002,15,1
A04.8,Aeromonas,<1 year,2002,16,1
A04.8,Aeromonas,1-4 years,2002,16,1
A04.8,Aeromonas,1-4 years,2002,17,1
A04.8,Aeromonas,20-24 years,2002,17,1
A04.8,Aeromonas,25-34 years,2002,17,1
A04.8,Aeromonas,35-54 years,2002,17,4
A04.8,Aeromonas,<1 year,2002,18,3
A04.8,Aeromonas,35-54 years,2002,18,1
A04.8,Aeromonas,55-64 years,2002,18,1
A04.8,Aeromonas,<1 year,2002,19,1
A04.8,Aeromonas,1-4 years,2002,19,2
A04.8,Aeromonas,15-19 years,2002,19,1
A04.8,Aeromonas,25-34 years,2002,19,1
A04.8,Aeromonas,55-64 years,2002,19,1
A04.8,Aeromonas,5-9 years,2002,19,1
A04.8,Aeromonas,80+ years,2002,19,1
A04.8,Aeromonas,<1 year,2002,20,2
A04.8,Aeromonas,15-19 years,2002,20,1
A04.8,Aeromonas,20-24 years,2002,20,1
A04.8,Aeromonas,35-54 years,2002,20,1
A04.8,Aeromonas,55-64 years,2002,20,1
A04.8,Aeromonas,65-79 years,2002,20,1
A04.8,Aeromonas,80+ years,2002,20,2
A04.8,Aeromonas,<1 year,2002,21,1
A04.8,Aeromonas,35-54 years,2002,21,3
A04.8,Aeromonas,80+ years,2002,21,1
A04.8,Aeromonas,10-14 years,2002,22,1
A04.8,Aeromonas,20-24 years,2002,22,1
A04.8,Aeromonas,25-34 years,2002,22,1
A04.8,Aeromonas,65-79 years,2002,22,1
A04.8,Aeromonas,1-4 years,2002,23,2
A04.8,Aeromonas,55-64 years,2002,23,1
A04.8,Aeromonas,65-79 years,2002,23,2
A04.8,Aeromonas,10-14 years,2002,24,1
A04.8,Aeromonas,1-4 years,2002,24,1
A04.8,Aeromonas,20-24 years,2002,24,1
A04.8,Aeromonas,35-54 years,2002,24,2
A04.8,Aeromonas,80+ years,2002,24,1
A04.8,Aeromonas,1-4 years,2002,25,3
A04.8,Aeromonas,15-19 years,2002,25,1
A04.8,Aeromonas,25-34 years,2002,25,1
A04.8,Aeromonas,35-54 years,2002,25,2
A04.8,Aeromonas,1-4 years,2002,26,3
A04.8,Aeromonas,20-24 years,2002,26,1
A04.8,Aeromonas,35-54 years,2002,26,1
A04.8,Aeromonas,65-79 years,2002,26,2
A04.8,Aeromonas,80+ years,2002,26,1
A04.8,Aeromonas,25-34 years,2002,27,1
A04.8,Aeromonas,65-79 years,2002,27,1
A04.8,Aeromonas,80+ years,2002,27,1
A04.8,Aeromonas,<1 year,2002,28,1
A04.8,Aeromonas,1-4 years,2002,28,2
A04.8,Aeromonas,20-24 years,2002,28,2
A04.8,Aeromonas,65-79 years,2002,28,2
A04.8,Aeromonas,<1 year,2002,29,2
A04.8,Aeromonas,20-24 years,2002,29,1
A04.8,Aeromonas,25-34 years,2002,29,2
A04.8,Aeromonas,35-54 years,2002,29,1
A04.8,Aeromonas,55-64 years,2002,29,1
A04.8,Aeromonas,5-9 years,2002,29,1
A04.8,Aeromonas,65-79 years,2002,29,1
A04.8,Aeromonas,80+ years,2002,29,2
A04.8,Aeromonas,1-4 years,2002,30,2
A04.8,Aeromonas,25-34 years,2002,30,2
A04.8,Aeromonas,35-54 years,2002,30,5
A04.8,Aeromonas,55-64 years,2002,30,1
A04.8,Aeromonas,5-9 years,2002,30,1
A04.8,Aeromonas,65-79 years,2002,30,1
A04.8,Aeromonas,80+ years,2002,30,1
A04.8,Aeromonas,10-14 years,2002,31,1
A04.8,Aeromonas,55-64 years,2002,31,2
A04.8,Aeromonas,65-79 years,2002,31,1
A04.8,Aeromonas,80+ years,2002,31,1
A04.8,Aeromonas,<1 year,2002,32,3
A04.8,Aeromonas,10-14 years,2002,32,1
A04.8,Aeromonas,1-4 years,2002,32,1
A04.8,Aeromonas,35-54 years,2002,32,1
A04.8,Aeromonas,65-79 years,2002,32,2
A04.8,Aeromonas,80+ years,2002,32,1
A04.8,Aeromonas,20-24 years,2002,33,1
A04.8,Aeromonas,25-34 years,2002,33,2
A04.8,Aeromonas,35-54 years,2002,33,4
A04.8,Aeromonas,5-9 years,2002,33,1
A04.8,Aeromonas,1-4 years,2002,34,4
A04.8,Aeromonas,20-24 years,2002,34,1
A04.8,Aeromonas,25-34 years,2002,34,2
A04.8,Aeromonas,35-54 years,2002,34,2
A04.8,Aeromonas,55-64 years,2002,34,2
A04.8,Aeromonas,65-79 years,2002,34,1
A04.8,Aeromonas,<1 year,2002,35,2
A04.8,Aeromonas,1-4 years,2002,35,1
A04.8,Aeromonas,25-34 years,2002,35,1
A04.8,Aeromonas,35-54 years,2002,35,1
A04.8,Aeromonas,<1 year,2002,36,2
A04.8,Aeromonas,1-4 years,2002,36,2
A04.8,Aeromonas,25-34 years,2002,36,3
A04.8,Aeromonas,35-54 years,2002,36,2
A04.8,Aeromonas,55-64 years,2002,36,1
A04.8,Aeromonas,80+ years,2002,36,2
A04.8,Aeromonas,1-4 years,2002,37,1
A04.8,Aeromonas,35-54 years,2002,37,1
A04.8,Aeromonas,55-64 years,2002,37,2
A04.8,Aeromonas,65-79 years,2002,37,1
A04.8,Aeromonas,80+ years,2002,37,1
A04.8,Aeromonas,15-19 years,2002,38,1
A04.8,Aeromonas,5-9 years,2002,38,1
A04.8,Aeromonas,<1 year,2002,39,3
A04.8,Aeromonas,15-19 years,2002,39,1
A04.8,Aeromonas,35-54 years,2002,39,1
A04.8,Aeromonas,80+ years,2002,39,1
A04.8,Aeromonas,1-4 years,2002,40,1
A04.8,Aeromonas,35-54 years,2002,40,1
A04.8,Aeromonas,1-4 years,2002,41,1
A04.8,Aeromonas,20-24 years,2002,41,1
A04.8,Aeromonas,35-54 years,2002,41,1
A04.8,Aeromonas,35-54 years,2011,43,1
A04.8,Aeromonas,15-19 years,2012,2,1
A04.8,Aeromonas,80+ years,2012,4,1
A04.8,Aeromonas,25-34 years,2012,21,1
A04.8,Aeromonas,80+ years,2012,25,1
A04.8,Aeromonas,35-54 years,2012,30,1
A04.8,Aeromonas,25-34 years,2012,32,1
A04.8,Aeromonas,55-64 years,2012,41,1
A04.8,Aeromonas,80+ years,2012,47,1
A04.8,Aeromonas,35-54 years,2013,5,1
A04.8,Aeromonas,25-34 years,2013,6,1
A04.8,Aeromonas,80+ years,2013,6,1
A04.8,Aeromonas,<1 year,2013,8,1
A04.8,Aeromonas,1-4 years,2013,14,1
A04.8,Aeromonas,55-64 years,2013,15,1
A04.8,Aeromonas,1-4 years,2013,17,1
A04.8,Aeromonas,1-4 years,2013,23,1
A04.8,Aeromonas,<1 year,2013,24,1
A04.8,Aeromonas,25-34 years,2013,24,1
A04.8,Aeromonas,55-64 years,2013,24,1
A04.8,Aeromonas,<1 year,2013,25,1
A04.8,Aeromonas,25-34 years,2013,25,1
A04.8,Aeromonas,65-79 years,2013,25,1
A04.8,Aeromonas,80+ years,2013,25,1
A04.8,Aeromonas,35-54 years,2013,26,1
A04.8,Aeromonas,55-64 years,2013,26,1
A04.8,Aeromonas,65-79 years,2013,26,1
A04.8,Aeromonas,25-34 years,2013,27,1
A04.8,Aeromonas,35-54 years,2013,27,1
A04.8,Aeromonas,65-79 years,2013,27,1
A04.8,Aeromonas,1-4 years,2013,28,1
A04.8,Aeromonas,20-24 years,2013,28,1
A04.8,Aeromonas,25-34 years,2013,28,2
A04.8,Aeromonas,35-54 years,2013,28,1
A04.8,Aeromonas,55-64 years,2013,28,1
A04.8,Aeromonas,<1 year,2013,29,1
A04.8,Aeromonas,1-4 years,2013,29,3
A04.8,Aeromonas,25-34 years,2013,29,2
A04.8,Aeromonas,35-54 years,2013,29,1
A04.8,Aeromonas,55-64 years,2013,29,1
A04.8,Aeromonas,5-9 years,2013,29,1
A04.8,Aeromonas,65-79 years,2013,29,4
A04.8,Aeromonas,<1 year,2013,30,1
A04.8,Aeromonas,10-14 years,2013,30,1
A04.8,Aeromonas,1-4 years,2013,30,1
A04.8,Aeromonas,20-24 years,2013,30,1
A04.8,Aeromonas,25-34 years,2013,30,1
A04.8,Aeromonas,35-54 years,2013,30,1
A04.8,Aeromonas,55-64 years,2013,30,1
A04.8,Aeromonas,65-79 years,2013,30,1
A04.8,Aeromonas,80+ years,2013,30,1
A04.8,Aeromonas,15-19 years,2013,31,1
A04.8,Aeromonas,55-64 years,2013,31,1
A04.8,Aeromonas,65-79 years,2013,31,2
A04.8,Aeromonas,80+ years,2013,31,2
A04.8,Aeromonas,<1 year,2013,32,1
A04.8,Aeromonas,20-24 years,2013,32,1
A04.8,Aeromonas,55-64 years,2013,32,1
A04.8,Aeromonas,65-79 years,2013,32,1
A04.8,Aeromonas,10-14 years,2013,33,1
A04.8,Aeromonas,1-4 years,2013,33,2
A04.8,Aeromonas,15-19 years,2013,33,1
A04.8,Aeromonas,25-34 years,2013,33,2
A04.8,Aeromonas,55-64 years,2013,33,1
A04.8,Aeromonas,65-79 years,2013,33,1
A04.8,Aeromonas,80+ years,2013,33,1
A04.8,Aeromonas,1-4 years,2013,34,2
A04.8,Aeromonas,65-79 years,2013,34,1
A04.8,Aeromonas,35-54 years,2013,35,1
A04.8,Aeromonas,<1 year,2013,36,1
A04.8,Aeromonas,15-19 years,2013,36,1
A04.8,Aeromonas,20-24 years,2013,36,1
A04.8,Aeromonas,55-64 years,2013,36,1
A04.8,Aeromonas,65-79 years,2013,36,1
A04.8,Aeromonas,80+ years,2013,36,1
A04.8,Aeromonas,35-54 years,2013,37,2
A04.8,Aeromonas,1-4 years,2013,38,1
A04.8,Aeromonas,25-34 years,2013,38,1
A04.8,Aeromonas,55-64 years,2013,38,1
A04.8,Aeromonas,65-79 years,2013,38,3
A04.8,Aeromonas,Unknown,2018,3,1
A04.8,Aeromonas,Unknown,2018,6,1
A04.8,Aeromonas,Unknown,2018,8,1
A04.8,Aeromonas,Unknown,2018,12,1
A04.8,Aeromonas,Unknown,2018,14,1
A04.8,Aeromonas,Unknown,2018,20,1
A04.8,Aeromonas,Unknown,2018,21,1
A04.8,Aeromonas,Unknown,2018,23,1
A04.8,Aeromonas,Unknown,2018,24,2
A04.8,Aeromonas,Unknown,2018,28,1
A04.8,Aeromonas,Unknown,2018,31,1
A04.8,Aeromonas,Unknown,2018,32,1
A04.8,Aeromonas,Unknown,2018,33,1
A04.8,Aeromonas,Unknown,2018,34,1
A04.8,Aeromonas,Unknown,2018,35,1
A04.8,Aeromonas,Unknown,2018,36,3
A04.8,Aeromonas,Unknown,2018,37,3
A04.8,Aeromonas,Unknown,2018,38,2
A04.8,Aeromonas,Unknown,2018,39,1
A04.8,Aeromonas,Unknown,2018,40,1
A04.8,Aeromonas,Unknown,2018,44,1
A04.8,Aeromonas,Unknown,2018,47,1
A04.8,Aeromonas,Unknown,2018,48,1
A04.8,Aeromonas,Unknown,2018,49,1
A04.8,Aeromonas,Unknown,2018,50,1
A04.8,Aeromonas,Unknown,2018,51,1
A04.8,Aeromonas,Unknown,2019,0,2
A04.8,Aeromonas,Unknown,2019,3,1
A04.8,Aeromonas,Unknown,2019,5,2
A04.8,Aeromonas,Unknown,2019,6,2
A04.8,Aeromonas,Unknown,2019,9,4
A04.8,Aeromonas,Unknown,2019,11,1
A04.8,Aeromonas,Unknown,2019,12,2
A04.8,Aeromonas,Unknown,2019,13,2
A04.8,Aeromonas,Unknown,2019,14,2
A04.8,Aeromonas,Unknown,2019,16,5
A04.8,Aeromonas,Unknown,2019,17,1
A04.8,Aeromonas,Unknown,2019,18,1
A04.8,Aeromonas,Unknown,2019,19,1
A04.8,Aeromonas,Unknown,2019,22,1
A04.8,Aeromonas,Unknown,2019,23,2
A04.8,Aeromonas,Unknown,2019,24,2
A04.8,Aeromonas,Unknown,2019,25,4
A04.8,Aeromonas,Unknown,2019,26,1
A04.8,Aeromonas,Unknown,2019,28,1
A04.8,Aeromonas,Unknown,2019,29,1
A04.8,Aeromonas,Unknown,2019,30,2
A04.8,Aeromonas,Unknown,2019,31,2
A04.8,Aeromonas,Unknown,2019,33,2
A04.8,Aeromonas,Unknown,2019,34,4
A04.8,Aeromonas,Unknown,2019,36,1
A04.8,Aeromonas,Unknown,2019,37,1
A04.8,Aeromonas,Unknown,2019,38,2
A04.8,Aeromonas,Unknown,2019,42,1
A04.8,Aeromonas,Unknown,2019,43,2
A04.8,Aeromonas,Unknown,2019,44,2
A04.8,Aeromonas,Unknown,2019,45,1
A04.8,Aeromonas,Unknown,2019,46,2
A04.8,Aeromonas,Unknown,2019,48,1
A04.8,Aeromonas,Unknown,2019,49,1
A04.8,Aeromonas,Unknown,2019,51,2
A06,Amoebiasis,35-54 years,2000,2,1
A06,Amoebiasis,35-54 years,2000,4,1
A06,Amoebiasis,55-64 years,2000,4,1
A06,Amoebiasis,10-14 years,2000,6,1
A06,Amoebiasis,25-34 years,2000,6,1
A06,Amoebiasis,25-34 years,2000,7,1
A06,Amoebiasis,25-34 years,2000,8,1
A06,Amoebiasis,35-54 years,2000,8,1
A06,Amoebiasis,35-54 years,2000,9,1
A06,Amoebiasis,20-24 years,2000,11,1
A06,Amoebiasis,20-24 years,2000,12,1
A06,Amoebiasis,25-34 years,2000,12,1
A06,Amoebiasis,35-54 years,2000,12,2
A06,Amoebiasis,5-9 years,2000,12,2
A06,Amoebiasis,25-34 years,2000,15,1
A06,Amoebiasis,1-4 years,2000,16,1
A06,Amoebiasis,25-34 years,2000,17,1
A06,Amoebiasis,35-54 years,2000,18,1
A06,Amoebiasis,55-64 years,2000,20,1
A06,Amoebiasis,25-34 years,2000,21,1
A06,Amoebiasis,65-79 years,2000,21,1
A06,Amoebiasis,25-34 years,2000,22,1
A06,Amoebiasis,5-9 years,2000,25,1
A06,Amoebiasis,35-54 years,2000,26,1
A06,Amoebiasis,55-64 years,2000,26,1
A06,Amoebiasis,20-24 years,2000,28,1
A06,Amoebiasis,25-34 years,2000,28,1
A06,Amoebiasis,25-34 years,2000,31,2
A06,Amoebiasis,35-54 years,2000,31,1
A06,Amoebiasis,25-34 years,2000,32,1
A06,Amoebiasis,35-54 years,2000,32,1
A06,Amoebiasis,25-34 years,2000,33,1
A06,Amoebiasis,35-54 years,2000,33,2
A06,Amoebiasis,15-19 years,2000,34,1
A06,Amoebiasis,5-9 years,2000,34,1
A06,Amoebiasis,1-4 years,2000,35,1
A06,Amoebiasis,55-64 years,2000,35,1
A06,Amoebiasis,10-14 years,2000,38,1
A06,Amoebiasis,35-54 years,2000,38,3
A06,Amoebiasis,55-64 years,2000,38,2
A06,Amoebiasis,25-34 years,2000,39,1
A06,Amoebiasis,1-4 years,2000,42,1
A06,Amoebiasis,35-54 years,2000,43,1
A06,Amoebiasis,20-24 years,2000,45,1
A06,Amoebiasis,55-64 years,2000,45,1
A06,Amoebiasis,10-14 years,2000,46,1
A06,Amoebiasis,25-34 years,2000,47,1
A06,Amoebiasis,25-34 years,2000,51,1
A06,Amoebiasis,35-54 years,2000,51,1
A06,Amoebiasis,35-54 years,2001,3,1
A06,Amoebiasis,10-14 years,2001,5,1
A06,Amoebiasis,25-34 years,2001,7,1
A06,Amoebiasis,25-34 years,2001,8,2
A06,Amoebiasis,35-54 years,2001,8,1
A06,Amoebiasis,25-34 years,2001,10,1
A06,Amoebiasis,35-54 years,2001,10,1
A06,Amoebiasis,65-79 years,2001,10,1
A06,Amoebiasis,25-34 years,2001,11,1
A06,Amoebiasis,20-24 years,2001,13,1
A06,Amoebiasis,35-54 years,2001,13,1
A06,Amoebiasis,25-34 years,2001,16,1
A06,Amoebiasis,35-54 years,2001,16,1
A06,Amoebiasis,10-14 years,2001,17,1
A06,Amoebiasis,1-4 years,2001,19,1
A06,Amoebiasis,35-54 years,2001,19,2
A06,Amoebiasis,35-54 years,2001,21,1
A06,Amoebiasis,35-54 years,2001,22,1
A06,Amoebiasis,1-4 years,2001,24,1
A06,Amoebiasis,5-9 years,2001,24,1
A06,Amoebiasis,65-79 years,2001,24,1
A06,Amoebiasis,35-54 years,2001,25,2
A06,Amoebiasis,20-24 years,2001,26,1
A06,Amoebiasis,35-54 years,2001,26,1
A06,Amoebiasis,80+ years,2001,26,1
A06,Amoebiasis,55-64 years,2001,28,1
A06,Amoebiasis,25-34 years,2001,30,1
A06,Amoebiasis,35-54 years,2001,30,2
A06,Amoebiasis,35-54 years,2001,31,1
A06,Amoebiasis,35-54 years,2001,32,1
A06,Amoebiasis,35-54 years,2001,35,1
A06,Amoebiasis,65-79 years,2001,37,1
A06,Amoebiasis,35-54 years,2001,38,1
A06,Amoebiasis,35-54 years,2001,43,2
A06,Amoebiasis,25-34 years,2001,44,2
A06,Amoebiasis,35-54 years,2001,44,1
A06,Amoebiasis,55-64 years,2001,45,1
A06,Amoebiasis,55-64 years,2001,47,1
A06,Amoebiasis,35-54 years,2001,48,1
A06,Amoebiasis,20-24 years,2001,49,1
A06,Amoebiasis,55-64 years,2001,49,1
A06,Amoebiasis,1-4 years,2002,2,1
A06,Amoebiasis,25-34 years,2002,3,1
A06,Amoebiasis,35-54 years,2002,3,1
A06,Amoebiasis,55-64 years,2002,3,1
A06,Amoebiasis,35-54 years,2002,5,1
A06,Amoebiasis,65-79 years,2002,6,1
A06,Amoebiasis,25-34 years,2002,7,1
A06,Amoebiasis,25-34 years,2002,8,2
A06,Amoebiasis,35-54 years,2002,8,1
A06,Amoebiasis,25-34 years,2002,10,1
A06,Amoebiasis,35-54 years,2002,10,2
A06,Amoebiasis,25-34 years,2002,12,1
A06,Amoebiasis,1-4 years,2002,14,1
A06,Amoebiasis,20-24 years,2002,14,1
A06,Amoebiasis,5-9 years,2002,14,1
A06,Amoebiasis,55-64 years,2002,21,1
A06,Amoebiasis,35-54 years,2002,23,3
A06,Amoebiasis,35-54 years,2002,27,1
A06,Amoebiasis,25-34 years,2002,28,1
A06,Amoebiasis,35-54 years,2002,29,1
A06,Amoebiasis,25-34 years,2002,30,1
A06,Amoebiasis,35-54 years,2002,30,2
A06,Amoebiasis,65-79 years,2002,33,1
A06,Amoebiasis,25-34 years,2002,36,1
A06,Amoebiasis,25-34 years,2002,37,1
A06,Amoebiasis,35-54 years,2002,37,1
A06,Amoebiasis,35-54 years,2002,38,1
A06,Amoebiasis,20-24 years,2002,42,1
A06,Amoebiasis,20-24 years,2002,43,1
A06,Amoebiasis,25-34 years,2002,45,1
A06,Amoebiasis,25-34 years,2002,46,1
A06,Amoebiasis,25-34 years,2002,47,1
A06,Amoebiasis,35-54 years,2002,47,1
A06,Amoebiasis,55-64 years,2002,48,1
A06,Amoebiasis,35-54 years,2003,0,1
A06,Amoebiasis,20-24 years,2003,1,2
A06,Amoebiasis,1-4 years,2003,2,1
A06,Amoebiasis,65-79 years,2003,3,1
A06,Amoebiasis,35-54 years,2003,6,1
A06,Amoebiasis,80+ years,2003,7,1
A06,Amoebiasis,25-34 years,2003,8,1
A06,Amoebiasis,35-54 years,2003,8,1
A06,Amoebiasis,65-79 years,2003,8,1
A06,Amoebiasis,1-4 years,2003,13,1
A06,Amoebiasis,35-54 years,2003,14,1
A06,Amoebiasis,55-64 years,2003,15,1
A06,Amoebiasis,10-14 years,2003,16,1
A06,Amoebiasis,20-24 years,2003,17,1
A06,Amoebiasis,25-34 years,2003,17,1
A06,Amoebiasis,35-54 years,2003,19,1
A06,Amoebiasis,1-4 years,2003,21,1
A06,Amoebiasis,20-24 years,2003,21,1
A06,Amoebiasis,20-24 years,2003,22,1
A06,Amoebiasis,25-34 years,2003,23,1
A06,Amoebiasis,35-54 years,2003,23,1
A06,Amoebiasis,25-34 years,2003,24,2
A06,Amoebiasis,35-54 years,2003,24,1
A06,Amoebiasis,20-24 years,2003,25,2
A06,Amoebiasis,35-54 years,2003,25,1
A06,Amoebiasis,35-54 years,2003,26,1
A06,Amoebiasis,25-34 years,2003,27,1
A06,Amoebiasis,25-34 years,2003,28,1
A06,Amoebiasis,20-24 years,2003,29,1
A06,Amoebiasis,25-34 years,2003,29,1
A06,Amoebiasis,35-54 years,2003,29,2
A06,Amoebiasis,20-24 years,2003,30,1
A06,Amoebiasis,35-54 years,2003,30,3
A06,Amoebiasis,25-34 years,2003,31,1
A06,Amoebiasis,35-54 years,2003,31,1
A06,Amoebiasis,5-9 years,2003,32,1
A06,Amoebiasis,65-79 years,2003,32,1
A06,Amoebiasis,15-19 years,2003,34,1
A06,Amoebiasis,25-34 years,2003,37,1
A06,Amoebiasis,35-54 years,2003,38,1
A06,Amoebiasis,35-54 years,2003,39,1
A06,Amoebiasis,35-54 years,2003,41,1
A06,Amoebiasis,25-34 years,2003,42,2
A06,Amoebiasis,35-54 years,2003,42,1
A06,Amoebiasis,25-34 years,2003,43,1
A06,Amoebiasis,35-54 years,2003,46,1
A06,Amoebiasis,25-34 years,2003,47,1
A06,Amoebiasis,35-54 years,2003,47,1
A06,Amoebiasis,55-64 years,2003,48,1
A06,Amoebiasis,35-54 years,2003,49,2
A06,Amoebiasis,35-54 years,2003,50,1
A06,Amoebiasis,10-14 years,2003,51,1
A06,Amoebiasis,55-64 years,2003,51,1
A06,Amoebiasis,35-54 years,2003,52,1
A06,Amoebiasis,25-34 years,2004,1,1
A06,Amoebiasis,35-54 years,2004,2,1
A06,Amoebiasis,10-14 years,2004,3,1
A06,Amoebiasis,1-4 years,2004,7,1
A06,Amoebiasis,25-34 years,2004,7,1
A06,Amoebiasis,10-14 years,2004,8,1
A06,Amoebiasis,35-54 years,2004,9,1
A06,Amoebiasis,10-14 years,2004,11,1
A06,Amoebiasis,20-24 years,2004,12,1
A06,Amoebiasis,25-34 years,2004,13,1
A06,Amoebiasis,55-64 years,2004,15,1
A06,Amoebiasis,10-14 years,2004,16,1
A06,Amoebiasis,15-19 years,2004,16,1
A06,Amoebiasis,35-54 years,2004,16,1
A06,Amoebiasis,25-34 years,2004,17,1
A06,Amoebiasis,1-4 years,2004,21,1
A06,Amoebiasis,25-34 years,2004,21,1
A06,Amoebiasis,80+ years,2004,21,1
A06,Amoebiasis,55-64 years,2004,22,1
A06,Amoebiasis,25-34 years,2004,23,1
A06,Amoebiasis,35-54 years,2004,24,1
A06,Amoebiasis,35-54 years,2004,25,1
A06,Amoebiasis,<1 year,2004,26,1
A06,Amoebiasis,1-4 years,2004,26,1
A06,Amoebiasis,65-79 years,2004,26,1
A06,Amoebiasis,35-54 years,2004,27,1
A06,Amoebiasis,55-64 years,2004,28,1
A06,Amoebiasis,35-54 years,2004,29,2
A06,Amoebiasis,25-34 years,2004,32,1
A06,Amoebiasis,35-54 years,2004,32,1
A06,Amoebiasis,15-19 years,2004,33,1
A06,Amoebiasis,25-34 years,2004,33,1
A06,Amoebiasis,25-34 years,2004,34,1
A06,Amoebiasis,35-54 years,2004,34,1
A06,Amoebiasis,20-24 years,2004,35,1
A06,Amoebiasis,25-34 years,2004,35,1
A06,Amoebiasis,10-14 years,2004,37,1
A06,Amoebiasis,35-54 years,2004,37,1
A06,Amoebiasis,35-54 years,2004,38,1
A06,Amoebiasis,35-54 years,2004,39,1
A06,Amoebiasis,25-34 years,2004,41,1
A06,Amoebiasis,35-54 years,2004,41,1
A06,Amoebiasis,25-34 years,2004,43,1
A06,Amoebiasis,15-19 years,2004,45,1
A06,Amoebiasis,25-34 years,2004,46,1
A06,Amoebiasis,5-9 years,2004,47,1
A06,Amoebiasis,35-54 years,2004,48,2
A06,Amoebiasis,5-9 years,2004,48,1
A06,Amoebiasis,35-54 years,2004,50,1
A06,Amoebiasis,55-64 years,2004,50,1
A06,Amoebiasis,25-34 years,2004,51,1
A06,Amoebiasis,35-54 years,2004,51,1
A06,Amoebiasis,55-64 years,2004,51,1
A06,Amoebiasis,15-19 years,2004,52,1
A06,Amoebiasis,20-24 years,2004,52,1
A06,Amoebiasis,25-34 years,2004,52,1
A06,Amoebiasis,35-54 years,2005,1,1
A06,Amoebiasis,35-54 years,2005,3,1
A06,Amoebiasis,15-19 years,2005,4,1
A06,Amoebiasis,35-54 years,2005,4,1
A06,Amoebiasis,35-54 years,2005,5,1
A06,Amoebiasis,35-54 years,2005,6,1
A06,Amoebiasis,35-54 years,2005,7,1
A06,Amoebiasis,35-54 years,2005,8,1
A06,Amoebiasis,10-14 years,2005,9,1
A06,Amoebiasis,1-4 years,2005,9,1
A06,Amoebiasis,20-24 years,2005,9,1
A06,Amoebiasis,10-14 years,2005,11,1
A06,Amoebiasis,5-9 years,2005,11,1
A06,Amoebiasis,15-19 years,2005,13,1
A06,Amoebiasis,20-24 years,2005,13,2
A06,Amoebiasis,25-34 years,2005,14,1
A06,Amoebiasis,35-54 years,2005,15,1
A06,Amoebiasis,35-54 years,2005,16,1
A06,Amoebiasis,10-14 years,2005,17,1
A06,Amoebiasis,1-4 years,2005,19,1
A06,Amoebiasis,20-24 years,2005,19,1
A06,Amoebiasis,55-64 years,2005,19,1
A06,Amoebiasis,25-34 years,2005,22,1
A06,Amoebiasis,35-54 years,2005,23,1
A06,Amoebiasis,25-34 years,2005,24,1
A06,Amoebiasis,20-24 years,2005,25,1
A06,Amoebiasis,25-34 years,2005,25,1
A06,Amoebiasis,20-24 years,2005,27,1
A06,Amoebiasis,25-34 years,2005,28,1
A06,Amoebiasis,35-54 years,2005,28,1
A06,Amoebiasis,5-9 years,2005,29,1
A06,Amoebiasis,25-34 years,2005,30,1
A06,Amoebiasis,35-54 years,2005,30,2
A06,Amoebiasis,1-4 years,2005,31,1
A06,Amoebiasis,35-54 years,2005,31,1
A06,Amoebiasis,65-79 years,2005,31,1
A06,Amoebiasis,20-24 years,2005,32,1
A06,Amoebiasis,35-54 years,2005,32,1
A06,Amoebiasis,55-64 years,2005,32,1
A06,Amoebiasis,10-14 years,2005,33,1
A06,Amoebiasis,35-54 years,2005,33,2
A06,Amoebiasis,55-64 years,2005,33,1
A06,Amoebiasis,20-24 years,2005,34,1
A06,Amoebiasis,15-19 years,2005,35,1
A06,Amoebiasis,20-24 years,2005,35,1
A06,Amoebiasis,25-34 years,2005,35,1
A06,Amoebiasis,5-9 years,2005,35,1
A06,Amoebiasis,25-34 years,2005,37,1
A06,Amoebiasis,35-54 years,2005,37,1
A06,Amoebiasis,1-4 years,2005,39,1
A06,Amoebiasis,25-34 years,2005,39,1
A06,Amoebiasis,35-54 years,2005,39,1
A06,Amoebiasis,25-34 years,2005,40,2
A06,Amoebiasis,1-4 years,2005,43,1
