disease,nesting_disease,historical_disease_family,historical_disease,historical_disease_subclass,icd_7,icd_7_subclass,icd_9,icd_9_subclass,cleaned_category,infection_type,infectious_agent,body_system_primarily_affected,organ_primarily_affected,additional_info,missing_info,pattern_family,pattern,pattern_subclass,exact_family,exact,exact_subclass,link_family,link,link_subclass,notes,original_dataset_id,scan_id,digitization_id
strep-pneumoniae,,,"streptococcus pneumoniae, invasive",,,,,,,,,,,invasive,,,,,,,,,,,,,,
strep-pneumoniae-other-site,strep-pneumoniae,,S.PNEUM.OTHER,,,,41.2,,,,,,,,,,,,,,,,,,streptococcus pneumoniae – other site,,,
strep-pneumoniae-penicillin-res,strep-pneumoniae,,STREP PNEUMONIA - PR,,,,481.9,,,,,,,,,,,,,,,,,,penicillin-res streptococcus pneumoniae,,,
strep-pneumoniae_unspecified,strep-pneumoniae,,STREPTOCOCCUS PNEUMONIAE,,,,481,,,,,,,,,,,,,,,,,,,,,
strep-scarlet-fever,scarlet-fever,,"Scarlet fever, etc.",,,,,,,bacterial,Streptococcus-pyogenes,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
strep-scarlet-fever,scarlet-fever,,Scarlet fever and Streptococcal sore throat,,"050,051",,,,,bacterial,Streptococcus-pyogenes,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
strep-scarlet-fever,scarlet-fever,,Scarlet fever and Streptococcal sore throat,,"050, 051",,,,,bacterial,Streptococcus-pyogenes,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
strep-scarlet-fever,scarlet-fever,Other bacterial diseases,Streptococcal sore throat and Scarlet fever.,,034,,,,,bacterial,Streptococcus-pyogenes,unspecified,,ENT-and-cardio,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
strep-scarlet-fever,scarlet-fever,Other bacterial diseases,Strepococcal sore throat and Scarlet fever.,,034,,,,,,,,,,,,,,,,,,,,,,,
strep-scarlet-fever,scarlet-fever,,Streptococcal sore throat and scarelt fever,,034,,,,,bacterial,Streptococcus-pyogenes,ENT-and-cardio,,,,,,,,,,,,,duplicate and scarlet misspelt,,,
streptococcal-meningitis,meningitis-bacterial,,BAC. MENINGITIS - STREP,,,,320.2,,,,,,,,,,,,,,,,,,,,,
streptococcal-toxic-shock,,,STREPT TOXIC SHOCK,,,,40.89,,,,,,,,,,,,,,,,,,,,,
streptococcal-toxic-shock,,Non VPD,STREP. TOXIC SHOCK SYNDROME,,,,,,,,,,,,,,,,,,,,,,,,,
strongyloides,,EMD and Zoonotics,STRONGYLOIDES,,,,,,,,,,,,,,,,,,,,,,,,,
strongyloides,,Respiratory Diseases and TB,STRONGYLOIDES,,,,,,,,,,,,,,,,,,,,,,,,,
strongyloidiasis,,,STRONGYLOIDS,,,,127.2,,,,,,,,,,,,,,,,,,,,,
strongyloidiasis,,,STRONGYLOIDES,,,,127.2,,,,,,,,,,,,,,,,,,,,,
subacute-sclerosing-panencephalitis,,,Subacute Sclerosing Panencephalitis,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis,venereal-diseases,STBBI,SYPHILIS (Sero-reactive)*,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis,venereal-diseases,,Venereal diseases,Syphilis,,020-029,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,,,,
syphilis,venereal-diseases,Venereal diseases,Syphilis,,090-097,,,,STI,bacterial,Treponema-pallidum,urogenital,,,,,syphilis,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis,venereal-diseases,,Syphilis,,090 to 097,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis,venereal-diseases,,Syphilis,,090-097,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis,venereal-diseases,,Total Syphilis,,,,090-097,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis,venereal-diseases,,Syphilis,,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis,venereal-diseases,,syphilus,,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,,,,
syphilis,venereal-diseases,,Venereal diseases,Syphilis,,"020-021.3, 023, 024, 026-029",,,,,,,,,,,,,,,,,,,,,,
syphilis-congenital,syphilis,,"Syphilis, Congenital",,,,090,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Congenital_syphilis,,,,,
syphilis-congenital,syphilis,,"syphilis, early congenital",,,,,,,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Congenital_syphilis,,,,,
syphilis-congenital,syphilis,,Syphilis-prental (congenital),,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,,,duplicate,,,
syphilis-congenital,syphilis,,Syphilis prenatal-(congenital),,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Congenital_syphilis,,,,,
syphilis-congenital,syphilis,,SYPHILIS PRENATAL-CONGENITAL,,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Congenital_syphilis,,,,,
syphilis-early-latent,syphilis-non-infectious,,"Syphilis, Earl Latent",,,,092,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,,,early misspelt,,,
syphilis-early-primary-secondary,syphilis-infectious,,Syphilis Early (Primary and Secondary),,,,091,,STI,bacterial,Treponema-pallidum,urogenital,,,,,syphilis,,,,,,,,,,,
syphilis-early-primary-secondary,syphilis-infectious,,Syphilis,"Early, Symptomatic (Primary and Secondary)",,,,091,STI,bacterial,Treponema-pallidum,urogenital,,symptomatic,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis-early-primary-secondary,syphilis-infectious,,"Syphilis Early, Symptomatic (Primary and Secondary)",,,,091,,STI,bacterial,Treponema-pallidum,urogenital,,symptomatic,,,syphilis,,,,,,,,,,,
syphilis-early-symptomatic,syphilis-infectious,,"Syphilis, Early, Symptomatic",,,,091,,STI,bacterial,Treponema-pallidum,unspecified,,symptomatic,,,syphilis,,,,,,,,,,,
syphilis-early-symptomatic,syphilis-infectious,,"Syphilis: Early, Symptomatic",,,,091,,STI,bacterial,Treponema-pallidum,symptomatic,,,,,syphilis,,,,,,,,,,,
syphilis-early-symptomatic,syphilis-infectious,,"Syphilis, Early Symptomatic",,,,091,,STI,bacterial,Treponema-pallidum,unspecified,,symptomatic,,,syphilis,,,,,,,,,,,
syphilis-infectious,syphilis,STBBI,INFECTIOUS SYPHILIS*,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis-infectious,syphilis,STBBI,SYPHILIS - INFECTIOUS,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis-infectious,syphilis,,"syphilus, infectious",,,,,,,,,,,,,,,,,,,,,,,,,
syphilis-latent,syphilis-non-infectious,,Syphilis acquired-latent,,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,(early|late).syphilis.*latent,,,,,,,,,,,
syphilis-non-confirmed,,STBBI,SYPHILIS - UNDER INVESTIGATION,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis-non-infectious,syphilis,STBBI,SYPHILIS - NON-INFECTIOUS,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis-primary,syphilis-infectious,,Venereal diseases,"Syphilis, primary",,,,,,,,,,,,,,,,,,,,,,,,
syphilis-primary,syphilis-infectious,,Venereal diseases,"Syphilis, primary",,,,,STI,bacterial,Treponema-pallidum,urogenital,,,,,,syphilis,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,https://en.wikipedia.org/wiki/Syphilis#Primary,,,,
syphilis-primary,syphilis-infectious,,Syphilis acquired-primary,,,,,,STI,bacterial,Treponema-pallidum,urogenital,,,,,early.syphilis,,,early.syphilis$,,,https://en.wikipedia.org/wiki/Syphilis#Primary,,,,,
syphilis-secondary,syphilis-infectious,,Venereal diseases,"Syphilis, secondary",,,,,,,,,,,,,,,,,,,,,,,,
syphilis-secondary,syphilis-infectious,,Venereal diseases,"Syphilis, secondary",,,,,STI,bacterial,Treponema-pallidum,urogenital,,,,,,syphilis,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,https://en.wikipedia.org/wiki/Syphilis#Secondary,,,,
syphilis-secondary,syphilis-infectious,,Syphilis acquired-secondary,,,,,,STI,bacterial,Treponema-pallidum,unspecified,,,,,late.syphilis,,,^late.syphilis$,,,https://en.wikipedia.org/wiki/Syphilis#Secondary,,,,,
syphilis-tertiary,syphilis-non-infectious,,,,,,,,,,,,,,,,,,,,,,,,,,,
syphilis-tertiary-cardiovascular,syphilis-tertiary,,"Syphilis, acquired-tertiary-cardiovascular",,,,,,STI,bacterial,Treponema-pallidum,cardiovascular,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis#Tertiary,,,,,
syphilis-tertiary-cardiovascular,syphilis-tertiary,,"Syphilis, Acquired-tertiary-cardiovascular",,,,,,STI,bacterial,Treponema-pallidum,cardiovascular,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis#Tertiary,,,,,
syphilis-tertiary-cardiovascular,syphilis-tertiary,,SYPPHILIS ACQUIRED-TERTIARY CARDIOVASCULAR,,,,,,STI,bacterial,Treponema-pallidum,cardiovascular,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis#Tertiary,,,,,
syphilis-tertiary-neurosyphilis,syphilis-tertiary,,Syphilis-acquired tertiary neurosyphilis,,,,,,STI,bacterial,Treponema-pallidum,CNS,,,,,neurosyphilis,,,^neurosyphilis,,,https://en.wikipedia.org/wiki/Neurosyphilis,,,,,
syphilis-tertiary-neurosyphilis,syphilis-tertiary,,Syphilis Acquired-Tertiary-neurosyphilis,,,,,,STI,bacterial,Treponema-pallidum,CNS,,,,,neurosyphilis,,,^neurosyphilis,,,https://en.wikipedia.org/wiki/Neurosyphilis,,,,,
syphilis-tertiary-neurosyphilis,syphilis-tertiary,,Syphilis-Acquired Tertiary neurosyphilis,,,,,,STI,bacterial,Treponema-pallidum,CNS,,,,,neurosyphilis,,,^neurosyphilis,,,https://en.wikipedia.org/wiki/Neurosyphilis,,,,,
syphilis-tertiary-neurosyphilis,syphilis-tertiary,,"Syphilis, Acquired-Tertiary-Neurosyphilis",,,,,,STI,bacterial,Treponema-pallidum,CNS,,,,,neurosyphilis,,,^neurosyphilis,,,https://en.wikipedia.org/wiki/Neurosyphilis,,,,,
syphilis-tertiary-neurosyphilis,syphilis-tertiary,,Syphilis-Acquired tertiary Neurosyphilis,,,,,,STI,bacterial,Treponema-pallidum,CNS,,,,,neurosyphilis,,,^neurosyphilis,,,https://en.wikipedia.org/wiki/Neurosyphilis,,,,,
syphilis-tertiary-neurosyphilis,syphilis-tertiary,,Syphilis acquired-tertiary-neurosyphilis,,,,,,STI,bacterial,Treponema-pallidum,CNS,,,,,neurosyphilis,,,^neurosyphilis,,,https://en.wikipedia.org/wiki/Neurosyphilis,,,,,
syphilis-tertiary_ex-neurosyphilis_ex-cardiovascular,syphilis-tertiary,,Syphilis-acquired-tertiary-other,,,,,,STI,unspecified,unspecified,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis#Tertiary,,,,,
syphilis-tertiary_ex-neurosyphilis_ex-cardiovascular,syphilis-tertiary,,SYPHILIS ACQUIRED-TERTIARY-OTHER,,,,,,STI,unspecified,unspecified,unspecified,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis#Tertiary,,,,,
syphilis_ex-syphilis-early,syphilis,,Syphilis (Other),,,,097,,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,^other.*unspec.*syphilis$,,,,,,,,
syphilis_ex-syphilis-early,syphilis,,Syphilis (Other),,,,"090, 092-097",,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,^other.*unspec.*syphilis$,,,,,,,,
syphilis_ex-syphilis-early,syphilis,,Syphilis,Other,,,,"090, 092-097",STI,bacterial,Treponema-pallidum,urogenital,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis_ex-syphilis-early,syphilis,,"Syphilis, Other",,,,"090, 092-097",,STI,bacterial,Treponema-pallidum,unspecified,,,,,syphilis,,,,,,,,,,,
syphilis_ex-syphilis-early,syphilis,,Other Syphilis,,,,"090, 092-097",,STI,bacterial,Treponema-pallidum,urogenital,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis_ex-syphilis-early,syphilis,,Other Syphilis,,,,,,STI,bacterial,Treponema-pallidum,urogenital,,,,,syphilis,,,,,,https://en.wikipedia.org/wiki/Syphilis,,,,,
syphilis_ex-syphilis-primary_ex-syphilis-secondary,syphilis,,Venereal diseases,"Syphilis, other",,,,,STI,bacterial,Treponema-pallidum,urogenital,,,,,,syphilis,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,,,,
syphilis_other,syphilis,,Venereal diseases,"Syphilis, other",,,,,,,,,,,,,,,,,,,,,,,,
syphilis_other,syphilis,,"syphilus, other",,,,,,,,,,,,,,,,,,,,,,,,,
syphilis_unspecified,syphilis,,Syphilis-type undetermined,,,,,,STI,unspecified,unspecified,unspecified,,,,,syphilis,,,,,,,,,,,
syphilis_unspecified,syphilis,,SYPHILIS-TYPE UNDETERMINED,,,,,,STI,unspecified,unspecified,unspecified,,,,,syphilis,,,,,,,,,,,
tetanus,,,TETANUS,,,,37,,,,,,,,,,,,,,,,,,,,,
tetanus,,,Tetanus,,,,,,,bacterial,Clostridium tetani,neuromuscular,,,,,tetanus,,,,,,https://en.wikipedia.org/wiki/Tetanus,,,,,
tetanus,,,Tetanus,,,,037,,,bacterial,Clostridium tetani,neuromuscular,,,,,tetanus,,,,,,https://en.wikipedia.org/wiki/Tetanus,,,,,
tetanus,,,tetanus,,,,,,,bacterial,Clostridium tetani,neuromuscular,,,,,tetanus,,,,,,https://en.wikipedia.org/wiki/Tetanus,,,,,
toxoplasmosis,,,TOXOPLASMOSIS,,,,130.9,,,,,,,,,,,,,,,,,,,,,
toxoplasmosis,,,toxoplamosis,,,,,,,,,,,,,,,,,,,,,,,,,
trachoma,,,Trachoma,,,,,,,bacterial,Chlamydia trachomatis,,,,,,,,,,,,https://en.wikipedia.org/wiki/Trachoma,,,,,
trachoma,,,Trachoma (new),,,,,,,,,,,,,,,,,,,,,,,,,
trichinosis,,,TRICHINOSIS,,,,124,,,,,,,,,,,,,,,,,,,,,
trichinosis,,,Trichinosis,,,,,,,parasite,Trichinella,GI,,,,,trichinellosis,,,trichinellosis,,,https://en.wikipedia.org/wiki/Trichinosis,,,,,
trichinosis,,,Trichinosis,,,,124,,,parasite,Trichinella,GI,,,,,trichinellosis,,,trichinellosis,,,https://en.wikipedia.org/wiki/Trichinosis,,,,,
trichinosis,,,trichinosis,,,,,,,parasite,Trichinella,GI,,,,,trichinellosis,,,trichinellosis,,,https://en.wikipedia.org/wiki/Trichinosis,,,,,
tuberculosis,,,Tuberculosis,,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis,,,Tuberculosis,,001-019,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis,,,Active Tuberculosis,,010-018,,,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis,,,Tuberculosis,,,,010-018,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis,,,Tuberculosis**,,,,010-018,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis,,,t.b.,,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis,,,tuberculosis,,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis,,,Tuberculosis - (new),,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis,,,Tuberculosis (new),,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-latent,,,"tuberculosis, latent",,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-non-pulmonary,tuberculosis,,Tuberculosis,Non-pulmonary,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-non-pulmonary,tuberculosis,,TUBERCULOSIS - NON-RESP.,,,,13,,,,,,,,,,,,,,,,,,,,,
tuberculosis-non-pulmonary,tuberculosis,,TUBERCULOSIS - NON-RESP.,,,,013-01,,,,,,,,,,,,,,,,,,,,,
tuberculosis-non-pulmonary,tuberculosis,Respiratory Diseases and TB,TB - NON-RESP.,,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-non-pulmonary,tuberculosis,VPD,TB - NON-RESP.,,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-non-pulmonary,tuberculosis,,Tuberculosis,Non-pulmonary,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis-non-pulmonary,tuberculosis,,Tuberculosis (non Pulmonary),,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Extrapulmonary_tuberculosis,,,,,
tuberculosis-non-pulmonary,tuberculosis,,Tuberculosis (b) Non-Pulmonary,,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Extrapulmonary_tuberculosis,,,,,
tuberculosis-non-pulmonary,tuberculosis,,Tuberculosis (b) non Pulmonary,,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,,,duplicate of next entry,,,
tuberculosis-non-pulmonary,tuberculosis,,Tuberculosis (b) (non Pulmonary),,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Extrapulmonary_tuberculosis,,,,,
tuberculosis-non-pulmonary-bacteriologically-confirmed,tuberculosis-non-pulmonary,,Tuberculosis,Bacteriologically Confirmed: Non-Respiratory,,,,013-018,,bacterial,Mycobacterium-tuberculosis,unspecified,,bacteriologically-confirmed,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis-non-pulmonary-not-bacteriologically-confirmed,tuberculosis-non-pulmonary,,Tuberculosis,Not Bacteriologically Confirmed: Non-Respiratory,,,,013-018,,bacterial,Mycobacterium-tuberculosis,unspecified,,not-bacteriologically-confirmed,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis-primary,tuberculosis,,TUBERCULOSIS-PRIM.,,,,10,,,,,,,,,,,,,,,,,,,,,
tuberculosis-primary,tuberculosis,,TUBERCULOSIS - PRIM.,,,,10,,,,,,,,,,,,,,,,,,,,,
tuberculosis-primary,tuberculosis,,Primary Tuberculosis,,,,010,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis,Pulmonary,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,TUBERCULOSIS - RESP.,,,,11,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,TUBERCULOSIS - RESP,,,,11,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,TUBERCULOSIS - RESP,,,,011-01,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,Respiratory Diseases and TB,TB - RESP.,,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,VPD,TB - RESP.,,,,,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis,Pulmonary,,,,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis,Pulmonary,,"001, 002",,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis,Pulmonary,001-019,"001,002",,,,,,,,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis - Pulmonary,,,,,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,,,,,,,,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis (Pulmonary),,,,,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Tuberculosis#Pulmonary,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis (a) Pulmonary,,,,,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Tuberculosis#Pulmonary,,,,,
tuberculosis-pulmonary,tuberculosis,,Tuberculosis (0) Pulmonary,,,,,,,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,,,,tuberculosis,,,,,,https://en.wikipedia.org/wiki/Tuberculosis#Pulmonary,,,,,
tuberculosis-pulmonary-bacteriologically-confirmed,tuberculosis-pulmonary,,Tuberculosis,Bacteriologically Confirmed: Respiratory,,,,"011, 012",,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,bacteriologically-confirmed,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis-pulmonary-not-bacteriologically-confirmed,tuberculosis-pulmonary,,Tuberculosis,Not Bacteriologically Confirmed: Respiratory,,,,"011, 012",,bacterial,Mycobacterium-tuberculosis,respiratory,lungs,not-bacteriologically-confirmed,,,tuberculosis,,,respiratory tuberculosis,,,https://en.wikipedia.org/wiki/Tuberculosis,,,,,
tuberculosis_ex-pumonary_ex-non-pulomnary,tuberculosis,,Tuberculosis (other forms),,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,,,,,,
tuberculosis_unspecified,tuberculosis,,Tuberculosis,Other and unspecified,,003-019,,,,,,,,,,,,,,,,,,,,,,
tuberculosis_unspecified,tuberculosis,,Tuberculosis,Other and unspecified,001-019,003-019,,,,,,,,,,,,,,,,,,,,,,
tuberculosis_unspecified,tuberculosis,,Tuberculosis (not stated),,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,,,,,,
tuberculosis_unspecified,tuberculosis,,Tuberculosis type not stated,,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,,,,,,
tuberculosis_unspecified,tuberculosis,,Tuberculosis (type not stated),,,,,,,bacterial,Mycobacterium-tuberculosis,unspecified,,,,,tuberculosis,,,,,,,,,,,
tularemia,,,TULAREMIA,,,,21.9,,,,,,,,,,,,,,,,,,,,,
tularemia,,Respiratory Diseases and TB,TULAREMIA,,,,,,,,,,,,,,,,,,,,,,,,,
tularemia,,EMD and Zoonotics,TULAREMIA,,,,,,,,,,,,,,,,,,,,,,,,,
tularemia,,,Tularemia,,,,,,,,,,,,,,,,,,,,,,,,,
tularemia,,,Tularaemia,,,,,,,,,,,,,,,,,,,,,,,,,
tularemia,,,tularemia,,,,,,,,,,,,,,,,,,,,,,,,,
typhoid-carrier,,,Typhoid carrier,,,,,,,,,,,,,,,,,,,,,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,TYPHOID,,,,2,,,,,,,,,,,,,,,,,,,,,
typhoid-fever,typhoid-paratyphoid-fever,VPD,TYPHOID,,,,,,,,,,,,,,,,,,,,,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,Typhoid Fever - Case And Carrier,,,,,,,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,Intestinal infectious diseases,Typhoid fever,,001,,,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,Intestinal infectious diseases,Typhoid Fever,,001,,,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,Typhoid,,001,,,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,Typhoid,,,,002.0,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,Typhoid,,,,,,,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,Typhoid Fever,,,,,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,typh.,,,,,,,bacterial,Salmonella-typhi,GI,,,,,,,,,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,typhoid fever,,,,,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-fever,typhoid-paratyphoid-fever,,Typhoid fever,,,,,,intestinal-infectious-disease,bacterial,Salmonella-typhi,GI,,,,,typhoid,,,typhoid.fever$,,,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,
typhoid-or-malaria,,,Typhoid or Malaria,,,,,,,,,,,,,,,,,,,,,,,,,
typhoid-paratyphoid-fever,,,Typhoid and paratyphoid,,,,,,intestinal-infectious-disease,bacterial,unspecified,GI,,,,,typhoid,,,typhoid.and.para,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
